"","Datum (svensk sommartid)","Vattenföring","Kvalitet"
"6567","1927-12-24",40,"G"
"6568","1927-12-25",39,"G"
"6569","1927-12-26",39,"G"
"6570","1927-12-27",38,"G"
"6571","1927-12-28",38,"G"
"6572","1927-12-29",37,"G"
"6573","1927-12-30",37,"G"
"6574","1927-12-31",36,"G"
"6575","1928-01-01",36,"G"
"6576","1928-01-02",36,"G"
"6577","1928-01-03",36,"G"
"6578","1928-01-04",36,"G"
"6579","1928-01-05",35,"G"
"6580","1928-01-06",35,"G"
"6581","1928-01-07",35,"G"
"6582","1928-01-08",36,"G"
"6583","1928-01-09",36,"G"
"6584","1928-01-10",36,"G"
"6585","1928-01-11",36,"G"
"6586","1928-01-12",36,"G"
"6587","1928-01-13",37,"G"
"6588","1928-01-14",37,"G"
"6589","1928-01-15",38,"G"
"6590","1928-01-16",38,"G"
"6591","1928-01-17",39,"G"
"6592","1928-01-18",39,"G"
"6593","1928-01-19",39,"G"
"6594","1928-01-20",40,"G"
"6595","1928-01-21",40,"G"
"6596","1928-01-22",40,"G"
"6597","1928-01-23",39,"G"
"6598","1928-01-24",39,"G"
"6599","1928-01-25",38,"G"
"6600","1928-01-26",38,"G"
"6601","1928-01-27",37,"G"
"6602","1928-01-28",37,"G"
"6603","1928-01-29",36,"G"
"6604","1928-01-30",36,"G"
"6605","1928-01-31",35,"G"
"6606","1928-02-01",35,"G"
"6607","1928-02-02",35,"G"
"6608","1928-02-03",35,"G"
"6609","1928-02-04",35,"G"
"6610","1928-02-05",36,"G"
"6611","1928-02-06",36,"G"
"6612","1928-02-07",36,"G"
"6613","1928-02-08",37,"G"
"6614","1928-02-09",37,"G"
"6615","1928-02-10",38,"G"
"6616","1928-02-11",38,"G"
"6617","1928-02-12",39,"G"
"6618","1928-02-13",39,"G"
"6619","1928-02-14",40,"G"
"6620","1928-02-15",40,"G"
"6621","1928-02-16",40,"G"
"6622","1928-02-17",41,"G"
"6623","1928-02-18",41,"G"
"6624","1928-02-19",40,"G"
"6625","1928-02-20",40,"G"
"6626","1928-02-21",39,"G"
"6627","1928-02-22",38,"G"
"6628","1928-02-23",38,"G"
"6629","1928-02-24",37,"G"
"6630","1928-02-25",36,"G"
"6631","1928-02-26",36,"G"
"6632","1928-02-27",35,"G"
"6633","1928-02-28",34,"G"
"6634","1928-02-29",34,"G"
"6635","1928-03-01",33,"G"
"6636","1928-03-02",33,"G"
"6637","1928-03-03",32,"G"
"6638","1928-03-04",32,"G"
"6639","1928-03-05",31,"G"
"6640","1928-03-06",30,"G"
"6641","1928-03-07",29,"G"
"6642","1928-03-08",28,"G"
"6643","1928-03-09",28,"G"
"6644","1928-03-10",27,"G"
"6645","1928-03-11",27,"G"
"6646","1928-03-12",27,"G"
"6647","1928-03-13",26,"G"
"6648","1928-03-14",26,"G"
"6649","1928-03-15",26,"G"
"6650","1928-03-16",25,"G"
"6651","1928-03-17",25,"G"
"6652","1928-03-18",25,"G"
"6653","1928-03-19",24,"G"
"6654","1928-03-20",24,"G"
"6655","1928-03-21",24,"G"
"6656","1928-03-22",24,"G"
"6657","1928-03-23",23,"G"
"6658","1928-03-24",23,"G"
"6659","1928-03-25",23,"G"
"6660","1928-03-26",23,"G"
"6661","1928-03-27",23,"G"
"6662","1928-03-28",23,"G"
"6663","1928-03-29",23,"G"
"6664","1928-03-30",23,"G"
"6665","1928-03-31",23,"G"
"6666","1928-04-01",24,"G"
"6667","1928-04-02",24,"G"
"6668","1928-04-03",25,"G"
"6669","1928-04-04",26,"G"
"6670","1928-04-05",27,"G"
"6671","1928-04-06",29,"G"
"6672","1928-04-07",31,"G"
"6673","1928-04-08",33,"G"
"6674","1928-04-09",35,"G"
"6675","1928-04-10",36,"G"
"6676","1928-04-11",38,"G"
"6677","1928-04-12",39,"G"
"6678","1928-04-13",40,"G"
"6679","1928-04-14",41,"G"
"6680","1928-04-15",42,"G"
"6681","1928-04-16",43,"G"
"6682","1928-04-17",44,"G"
"6683","1928-04-18",45,"G"
"6684","1928-04-19",46,"G"
"6685","1928-04-20",48,"G"
"6686","1928-04-21",50,"G"
"6687","1928-04-22",52,"G"
"6688","1928-04-23",55,"G"
"6689","1928-04-24",67,"G"
"6690","1928-04-25",78,"G"
"6691","1928-04-26",121,"G"
"6692","1928-04-27",170,"G"
"6693","1928-04-28",247,"G"
"6694","1928-04-29",355,"G"
"6695","1928-04-30",408,"G"
"6696","1928-05-01",562,"G"
"6697","1928-05-02",620,"G"
"6698","1928-05-03",603,"G"
"6699","1928-05-04",587,"G"
"6700","1928-05-05",615,"G"
"6701","1928-05-06",640,"G"
"6702","1928-05-07",666,"G"
"6703","1928-05-08",669,"G"
"6704","1928-05-09",601,"G"
"6705","1928-05-10",477,"G"
"6706","1928-05-11",374,"G"
"6707","1928-05-12",312,"G"
"6708","1928-05-13",271,"G"
"6709","1928-05-14",241,"G"
"6710","1928-05-15",235,"G"
"6711","1928-05-16",251,"G"
"6712","1928-05-17",251,"G"
"6713","1928-05-18",243,"G"
"6714","1928-05-19",261,"G"
"6715","1928-05-20",251,"G"
"6716","1928-05-21",269,"G"
"6717","1928-05-22",267,"G"
"6718","1928-05-23",255,"G"
"6719","1928-05-24",249,"G"
"6720","1928-05-25",243,"G"
"6721","1928-05-26",239,"G"
"6722","1928-05-27",288,"G"
"6723","1928-05-28",255,"G"
"6724","1928-05-29",226,"G"
"6725","1928-05-30",232,"G"
"6726","1928-05-31",253,"G"
"6727","1928-06-01",239,"G"
"6728","1928-06-02",196,"G"
"6729","1928-06-03",197,"G"
"6730","1928-06-04",194,"G"
"6731","1928-06-05",178,"G"
"6732","1928-06-06",224,"G"
"6733","1928-06-07",208,"G"
"6734","1928-06-08",184,"G"
"6735","1928-06-09",176,"G"
"6736","1928-06-10",204,"G"
"6737","1928-06-11",243,"G"
"6738","1928-06-12",224,"G"
"6739","1928-06-13",228,"G"
"6740","1928-06-14",241,"G"
"6741","1928-06-15",239,"G"
"6742","1928-06-16",224,"G"
"6743","1928-06-17",208,"G"
"6744","1928-06-18",186,"G"
"6745","1928-06-19",179,"G"
"6746","1928-06-20",189,"G"
"6747","1928-06-21",178,"G"
"6748","1928-06-22",181,"G"
"6749","1928-06-23",171,"G"
"6750","1928-06-24",170,"G"
"6751","1928-06-25",154,"G"
"6752","1928-06-26",152,"G"
"6753","1928-06-27",149,"G"
"6754","1928-06-28",171,"G"
"6755","1928-06-29",224,"G"
"6756","1928-06-30",175,"G"
"6757","1928-07-01",165,"G"
"6758","1928-07-02",168,"G"
"6759","1928-07-03",181,"G"
"6760","1928-07-04",175,"G"
"6761","1928-07-05",165,"G"
"6762","1928-07-06",159,"G"
"6763","1928-07-07",154,"G"
"6764","1928-07-08",151,"G"
"6765","1928-07-09",191,"G"
"6766","1928-07-10",208,"G"
"6767","1928-07-11",175,"G"
"6768","1928-07-12",162,"G"
"6769","1928-07-13",155,"G"
"6770","1928-07-14",143,"G"
"6771","1928-07-15",136,"G"
"6772","1928-07-16",128,"G"
"6773","1928-07-17",118,"G"
"6774","1928-07-18",110,"G"
"6775","1928-07-19",107,"G"
"6776","1928-07-20",102,"G"
"6777","1928-07-21",98,"G"
"6778","1928-07-22",97,"G"
"6779","1928-07-23",96,"G"
"6780","1928-07-24",92,"G"
"6781","1928-07-25",90,"G"
"6782","1928-07-26",87,"G"
"6783","1928-07-27",84,"G"
"6784","1928-07-28",86,"G"
"6785","1928-07-29",90,"G"
"6786","1928-07-30",103,"G"
"6787","1928-07-31",120,"G"
"6788","1928-08-01",128,"G"
"6789","1928-08-02",141,"G"
"6790","1928-08-03",135,"G"
"6791","1928-08-04",121,"G"
"6792","1928-08-05",108,"G"
"6793","1928-08-06",102,"G"
"6794","1928-08-07",96,"G"
"6795","1928-08-08",91,"G"
"6796","1928-08-09",88,"G"
"6797","1928-08-10",86,"G"
"6798","1928-08-11",92,"G"
"6799","1928-08-12",95,"G"
"6800","1928-08-13",92,"G"
"6801","1928-08-14",95,"G"
"6802","1928-08-15",128,"G"
"6803","1928-08-16",239,"G"
"6804","1928-08-17",309,"G"
"6805","1928-08-18",410,"G"
"6806","1928-08-19",495,"G"
"6807","1928-08-20",458,"G"
"6808","1928-08-21",398,"G"
"6809","1928-08-22",329,"G"
"6810","1928-08-23",278,"G"
"6811","1928-08-24",237,"G"
"6812","1928-08-25",210,"G"
"6813","1928-08-26",204,"G"
"6814","1928-08-27",220,"G"
"6815","1928-08-28",263,"G"
"6816","1928-08-29",249,"G"
"6817","1928-08-30",228,"G"
"6818","1928-08-31",215,"G"
"6819","1928-09-01",203,"G"
"6820","1928-09-02",187,"G"
"6821","1928-09-03",179,"G"
"6822","1928-09-04",173,"G"
"6823","1928-09-05",165,"G"
"6824","1928-09-06",151,"G"
"6825","1928-09-07",145,"G"
"6826","1928-09-08",139,"G"
"6827","1928-09-09",136,"G"
"6828","1928-09-10",136,"G"
"6829","1928-09-11",132,"G"
"6830","1928-09-12",132,"G"
"6831","1928-09-13",151,"G"
"6832","1928-09-14",154,"G"
"6833","1928-09-15",139,"G"
"6834","1928-09-16",135,"G"
"6835","1928-09-17",139,"G"
"6836","1928-09-18",139,"G"
"6837","1928-09-19",152,"G"
"6838","1928-09-20",178,"G"
"6839","1928-09-21",230,"G"
"6840","1928-09-22",175,"G"
"6841","1928-09-23",154,"G"
"6842","1928-09-24",145,"G"
"6843","1928-09-25",136,"G"
"6844","1928-09-26",128,"G"
"6845","1928-09-27",120,"G"
"6846","1928-09-28",118,"G"
"6847","1928-09-29",111,"G"
"6848","1928-09-30",116,"G"
"6849","1928-10-01",128,"G"
"6850","1928-10-02",125,"G"
"6851","1928-10-03",118,"G"
"6852","1928-10-04",112,"G"
"6853","1928-10-05",107,"G"
"6854","1928-10-06",105,"G"
"6855","1928-10-07",107,"G"
"6856","1928-10-08",107,"G"
"6857","1928-10-09",110,"G"
"6858","1928-10-10",118,"G"
"6859","1928-10-11",121,"G"
"6860","1928-10-12",121,"G"
"6861","1928-10-13",116,"G"
"6862","1928-10-14",118,"G"
"6863","1928-10-15",115,"G"
"6864","1928-10-16",107,"G"
"6865","1928-10-17",101,"G"
"6866","1928-10-18",100,"G"
"6867","1928-10-19",98,"G"
"6868","1928-10-20",103,"G"
"6869","1928-10-21",118,"G"
"6870","1928-10-22",149,"G"
"6871","1928-10-23",196,"G"
"6872","1928-10-24",210,"G"
"6873","1928-10-25",217,"G"
"6874","1928-10-26",249,"G"
"6875","1928-10-27",290,"G"
"6876","1928-10-28",271,"G"
"6877","1928-10-29",237,"G"
"6878","1928-10-30",271,"G"
"6879","1928-10-31",381,"G"
"6880","1928-11-01",364,"G"
"6881","1928-11-02",309,"G"
"6882","1928-11-03",259,"G"
"6883","1928-11-04",219,"G"
"6884","1928-11-05",196,"G"
"6885","1928-11-06",181,"G"
"6886","1928-11-07",134,"G"
"6887","1928-11-08",80,"G"
"6888","1928-11-09",97,"G"
"6889","1928-11-10",105,"G"
"6890","1928-11-11",104,"G"
"6891","1928-11-12",103,"G"
"6892","1928-11-13",103,"G"
"6893","1928-11-14",102,"G"
"6894","1928-11-15",110,"G"
"6895","1928-11-16",115,"G"
"6896","1928-11-17",131,"G"
"6897","1928-11-18",176,"G"
"6898","1928-11-19",220,"G"
"6899","1928-11-20",208,"G"
"6900","1928-11-21",191,"G"
"6901","1928-11-22",179,"G"
"6902","1928-11-23",245,"G"
"6903","1928-11-24",307,"G"
"6904","1928-11-25",413,"G"
"6905","1928-11-26",413,"G"
"6906","1928-11-27",350,"G"
"6907","1928-11-28",286,"G"
"6908","1928-11-29",237,"G"
"6909","1928-11-30",183,"G"
"6910","1928-12-01",154,"G"
"6911","1928-12-02",139,"G"
"6912","1928-12-03",122,"G"
"6913","1928-12-04",106,"G"
"6914","1928-12-05",89,"G"
"6915","1928-12-06",88,"G"
"6916","1928-12-07",87,"G"
"6917","1928-12-08",87,"G"
"6918","1928-12-09",86,"G"
"6919","1928-12-10",86,"G"
"6920","1928-12-11",84,"G"
"6921","1928-12-12",82,"G"
"6922","1928-12-13",81,"G"
"6923","1928-12-14",79,"G"
"6924","1928-12-15",78,"G"
"6925","1928-12-16",76,"G"
"6926","1928-12-17",75,"G"
"6927","1928-12-18",74,"G"
"6928","1928-12-19",73,"G"
"6929","1928-12-20",72,"G"
"6930","1928-12-21",71,"G"
"6931","1928-12-22",69,"G"
"6932","1928-12-23",68,"G"
"6933","1928-12-24",67,"G"
"6934","1928-12-25",66,"G"
"6935","1928-12-26",64,"G"
"6936","1928-12-27",62,"G"
"6937","1928-12-28",61,"G"
"6938","1928-12-29",60,"G"
"6939","1928-12-30",59,"G"
"6940","1928-12-31",58,"G"
"6941","1929-01-01",57,"G"
"6942","1929-01-02",56,"G"
"6943","1929-01-03",55,"G"
"6944","1929-01-04",54,"G"
"6945","1929-01-05",53,"G"
"6946","1929-01-06",52,"G"
"6947","1929-01-07",51,"G"
"6948","1929-01-08",50,"G"
"6949","1929-01-09",50,"G"
"6950","1929-01-10",49,"G"
"6951","1929-01-11",48,"G"
"6952","1929-01-12",48,"G"
"6953","1929-01-13",47,"G"
"6954","1929-01-14",47,"G"
"6955","1929-01-15",46,"G"
"6956","1929-01-16",46,"G"
"6957","1929-01-17",45,"G"
"6958","1929-01-18",45,"G"
"6959","1929-01-19",44,"G"
"6960","1929-01-20",44,"G"
"6961","1929-01-21",43,"G"
"6962","1929-01-22",43,"G"
"6963","1929-01-23",42,"G"
"6964","1929-01-24",42,"G"
"6965","1929-01-25",41,"G"
"6966","1929-01-26",41,"G"
"6967","1929-01-27",40,"G"
"6968","1929-01-28",40,"G"
"6969","1929-01-29",40,"G"
"6970","1929-01-30",39,"G"
"6971","1929-01-31",39,"G"
"6972","1929-02-01",38,"G"
"6973","1929-02-02",38,"G"
"6974","1929-02-03",38,"G"
"6975","1929-02-04",37,"G"
"6976","1929-02-05",37,"G"
"6977","1929-02-06",37,"G"
"6978","1929-02-07",36,"G"
"6979","1929-02-08",36,"G"
"6980","1929-02-09",36,"G"
"6981","1929-02-10",36,"G"
"6982","1929-02-11",36,"G"
"6983","1929-02-12",35,"G"
"6984","1929-02-13",35,"G"
"6985","1929-02-14",35,"G"
"6986","1929-02-15",35,"G"
"6987","1929-02-16",34,"G"
"6988","1929-02-17",34,"G"
"6989","1929-02-18",34,"G"
"6990","1929-02-19",34,"G"
"6991","1929-02-20",33,"G"
"6992","1929-02-21",33,"G"
"6993","1929-02-22",33,"G"
"6994","1929-02-23",33,"G"
"6995","1929-02-24",33,"G"
"6996","1929-02-25",32,"G"
"6997","1929-02-26",32,"G"
"6998","1929-02-27",32,"G"
"6999","1929-02-28",32,"G"
"7000","1929-03-01",32,"G"
"7001","1929-03-02",31,"G"
"7002","1929-03-03",31,"G"
"7003","1929-03-04",31,"G"
"7004","1929-03-05",31,"G"
"7005","1929-03-06",30,"G"
"7006","1929-03-07",30,"G"
"7007","1929-03-08",30,"G"
"7008","1929-03-09",30,"G"
"7009","1929-03-10",30,"G"
"7010","1929-03-11",29,"G"
"7011","1929-03-12",29,"G"
"7012","1929-03-13",29,"G"
"7013","1929-03-14",29,"G"
"7014","1929-03-15",29,"G"
"7015","1929-03-16",29,"G"
"7016","1929-03-17",29,"G"
"7017","1929-03-18",29,"G"
"7018","1929-03-19",29,"G"
"7019","1929-03-20",29,"G"
"7020","1929-03-21",29,"G"
"7021","1929-03-22",30,"G"
"7022","1929-03-23",30,"G"
"7023","1929-03-24",31,"G"
"7024","1929-03-25",32,"G"
"7025","1929-03-26",33,"G"
"7026","1929-03-27",34,"G"
"7027","1929-03-28",36,"G"
"7028","1929-03-29",39,"G"
"7029","1929-03-30",44,"G"
"7030","1929-03-31",48,"G"
"7031","1929-04-01",53,"G"
"7032","1929-04-02",58,"G"
"7033","1929-04-03",63,"G"
"7034","1929-04-04",68,"G"
"7035","1929-04-05",75,"G"
"7036","1929-04-06",67,"G"
"7037","1929-04-07",62,"G"
"7038","1929-04-08",59,"G"
"7039","1929-04-09",56,"G"
"7040","1929-04-10",55,"G"
"7041","1929-04-11",53,"G"
"7042","1929-04-12",53,"G"
"7043","1929-04-13",54,"G"
"7044","1929-04-14",57,"G"
"7045","1929-04-15",60,"G"
"7046","1929-04-16",62,"G"
"7047","1929-04-17",65,"G"
"7048","1929-04-18",72,"G"
"7049","1929-04-19",79,"G"
"7050","1929-04-20",86,"G"
"7051","1929-04-21",93,"G"
"7052","1929-04-22",101,"G"
"7053","1929-04-23",92,"G"
"7054","1929-04-24",83,"G"
"7055","1929-04-25",79,"G"
"7056","1929-04-26",67,"G"
"7057","1929-04-27",60,"G"
"7058","1929-04-28",57,"G"
"7059","1929-04-29",54,"G"
"7060","1929-04-30",53,"G"
"7061","1929-05-01",54,"G"
"7062","1929-05-02",50,"G"
"7063","1929-05-03",44,"G"
"7064","1929-05-04",53,"G"
"7065","1929-05-05",50,"G"
"7066","1929-05-06",60,"G"
"7067","1929-05-07",119,"G"
"7068","1929-05-08",309,"G"
"7069","1929-05-09",393,"G"
"7070","1929-05-10",433,"G"
"7071","1929-05-11",418,"G"
"7072","1929-05-12",410,"G"
"7073","1929-05-13",396,"G"
"7074","1929-05-14",403,"G"
"7075","1929-05-15",492,"G"
"7076","1929-05-16",505,"G"
"7077","1929-05-17",479,"G"
"7078","1929-05-18",443,"G"
"7079","1929-05-19",425,"G"
"7080","1929-05-20",384,"G"
"7081","1929-05-21",338,"G"
"7082","1929-05-22",303,"G"
"7083","1929-05-23",278,"G"
"7084","1929-05-24",271,"G"
"7085","1929-05-25",282,"G"
"7086","1929-05-26",267,"G"
"7087","1929-05-27",280,"G"
"7088","1929-05-28",282,"G"
"7089","1929-05-29",320,"G"
"7090","1929-05-30",364,"G"
"7091","1929-05-31",360,"G"
"7092","1929-06-01",338,"G"
"7093","1929-06-02",325,"G"
"7094","1929-06-03",273,"G"
"7095","1929-06-04",251,"G"
"7096","1929-06-05",307,"G"
"7097","1929-06-06",301,"G"
"7098","1929-06-07",269,"G"
"7099","1929-06-08",237,"G"
"7100","1929-06-09",219,"G"
"7101","1929-06-10",210,"G"
"7102","1929-06-11",196,"G"
"7103","1929-06-12",181,"G"
"7104","1929-06-13",203,"G"
"7105","1929-06-14",203,"G"
"7106","1929-06-15",196,"G"
"7107","1929-06-16",186,"G"
"7108","1929-06-17",178,"G"
"7109","1929-06-18",183,"G"
"7110","1929-06-19",189,"G"
"7111","1929-06-20",191,"G"
"7112","1929-06-21",179,"G"
"7113","1929-06-22",170,"G"
"7114","1929-06-23",163,"G"
"7115","1929-06-24",160,"G"
"7116","1929-06-25",163,"G"
"7117","1929-06-26",204,"G"
"7118","1929-06-27",199,"G"
"7119","1929-06-28",186,"G"
"7120","1929-06-29",170,"G"
"7121","1929-06-30",155,"G"
"7122","1929-07-01",145,"G"
"7123","1929-07-02",143,"G"
"7124","1929-07-03",167,"G"
"7125","1929-07-04",178,"G"
"7126","1929-07-05",179,"G"
"7127","1929-07-06",163,"G"
"7128","1929-07-07",157,"G"
"7129","1929-07-08",159,"G"
"7130","1929-07-09",159,"G"
"7131","1929-07-10",151,"G"
"7132","1929-07-11",139,"G"
"7133","1929-07-12",134,"G"
"7134","1929-07-13",128,"G"
"7135","1929-07-14",118,"G"
"7136","1929-07-15",112,"G"
"7137","1929-07-16",108,"G"
"7138","1929-07-17",103,"G"
"7139","1929-07-18",100,"G"
"7140","1929-07-19",95,"G"
"7141","1929-07-20",90,"G"
"7142","1929-07-21",86,"G"
"7143","1929-07-22",83,"G"
"7144","1929-07-23",80,"G"
"7145","1929-07-24",78,"G"
"7146","1929-07-25",75,"G"
"7147","1929-07-26",73,"G"
"7148","1929-07-27",73,"G"
"7149","1929-07-28",74,"G"
"7150","1929-07-29",76,"G"
"7151","1929-07-30",73,"G"
"7152","1929-07-31",71,"G"
"7153","1929-08-01",71,"G"
"7154","1929-08-02",72,"G"
"7155","1929-08-03",81,"G"
"7156","1929-08-04",102,"G"
"7157","1929-08-05",120,"G"
"7158","1929-08-06",118,"G"
"7159","1929-08-07",115,"G"
"7160","1929-08-08",114,"G"
"7161","1929-08-09",118,"G"
"7162","1929-08-10",123,"G"
"7163","1929-08-11",121,"G"
"7164","1929-08-12",118,"G"
"7165","1929-08-13",120,"G"
"7166","1929-08-14",127,"G"
"7167","1929-08-15",145,"G"
"7168","1929-08-16",168,"G"
"7169","1929-08-17",163,"G"
"7170","1929-08-18",163,"G"
"7171","1929-08-19",170,"G"
"7172","1929-08-20",181,"G"
"7173","1929-08-21",215,"G"
"7174","1929-08-22",294,"G"
"7175","1929-08-23",276,"G"
"7176","1929-08-24",237,"G"
"7177","1929-08-25",232,"G"
"7178","1929-08-26",269,"G"
"7179","1929-08-27",259,"G"
"7180","1929-08-28",239,"G"
"7181","1929-08-29",210,"G"
"7182","1929-08-30",197,"G"
"7183","1929-08-31",206,"G"
"7184","1929-09-01",210,"G"
"7185","1929-09-02",197,"G"
"7186","1929-09-03",187,"G"
"7187","1929-09-04",186,"G"
"7188","1929-09-05",181,"G"
"7189","1929-09-06",175,"G"
"7190","1929-09-07",167,"G"
"7191","1929-09-08",160,"G"
"7192","1929-09-09",157,"G"
"7193","1929-09-10",157,"G"
"7194","1929-09-11",151,"G"
"7195","1929-09-12",143,"G"
"7196","1929-09-13",136,"G"
"7197","1929-09-14",134,"G"
"7198","1929-09-15",132,"G"
"7199","1929-09-16",131,"G"
"7200","1929-09-17",128,"G"
"7201","1929-09-18",123,"G"
"7202","1929-09-19",118,"G"
"7203","1929-09-20",118,"G"
"7204","1929-09-21",145,"G"
"7205","1929-09-22",243,"G"
"7206","1929-09-23",276,"G"
"7207","1929-09-24",253,"G"
"7208","1929-09-25",199,"G"
"7209","1929-09-26",175,"G"
"7210","1929-09-27",155,"G"
"7211","1929-09-28",145,"G"
"7212","1929-09-29",138,"G"
"7213","1929-09-30",134,"G"
"7214","1929-10-01",139,"G"
"7215","1929-10-02",160,"G"
"7216","1929-10-03",203,"G"
"7217","1929-10-04",228,"G"
"7218","1929-10-05",233,"G"
"7219","1929-10-06",220,"G"
"7220","1929-10-07",204,"G"
"7221","1929-10-08",259,"G"
"7222","1929-10-09",364,"G"
"7223","1929-10-10",391,"G"
"7224","1929-10-11",341,"G"
"7225","1929-10-12",307,"G"
"7226","1929-10-13",290,"G"
"7227","1929-10-14",259,"G"
"7228","1929-10-15",239,"G"
"7229","1929-10-16",220,"G"
"7230","1929-10-17",196,"G"
"7231","1929-10-18",179,"G"
"7232","1929-10-19",179,"G"
"7233","1929-10-20",189,"G"
"7234","1929-10-21",189,"G"
"7235","1929-10-22",178,"G"
"7236","1929-10-23",170,"G"
"7237","1929-10-24",171,"G"
"7238","1929-10-25",199,"G"
"7239","1929-10-26",303,"G"
"7240","1929-10-27",372,"G"
"7241","1929-10-28",384,"G"
"7242","1929-10-29",445,"G"
"7243","1929-10-30",438,"G"
"7244","1929-10-31",374,"G"
"7245","1929-11-01",305,"G"
"7246","1929-11-02",257,"G"
"7247","1929-11-03",220,"G"
"7248","1929-11-04",208,"G"
"7249","1929-11-05",203,"G"
"7250","1929-11-06",192,"G"
"7251","1929-11-07",186,"G"
"7252","1929-11-08",191,"G"
"7253","1929-11-09",210,"G"
"7254","1929-11-10",243,"G"
"7255","1929-11-11",269,"G"
"7256","1929-11-12",314,"G"
"7257","1929-11-13",466,"G"
"7258","1929-11-14",505,"G"
"7259","1929-11-15",415,"G"
"7260","1929-11-16",343,"G"
"7261","1929-11-17",350,"G"
"7262","1929-11-18",343,"G"
"7263","1929-11-19",303,"G"
"7264","1929-11-20",239,"G"
"7265","1929-11-21",206,"G"
"7266","1929-11-22",203,"G"
"7267","1929-11-23",197,"G"
"7268","1929-11-24",189,"G"
"7269","1929-11-25",179,"G"
"7270","1929-11-26",183,"G"
"7271","1929-11-27",210,"G"
"7272","1929-11-28",245,"G"
"7273","1929-11-29",263,"G"
"7274","1929-11-30",259,"G"
"7275","1929-12-01",251,"G"
"7276","1929-12-02",215,"G"
"7277","1929-12-03",197,"G"
"7278","1929-12-04",201,"G"
"7279","1929-12-05",213,"G"
"7280","1929-12-06",206,"G"
"7281","1929-12-07",203,"G"
"7282","1929-12-08",263,"G"
"7283","1929-12-09",341,"G"
"7284","1929-12-10",391,"G"
"7285","1929-12-11",386,"G"
"7286","1929-12-12",329,"G"
"7287","1929-12-13",267,"G"
"7288","1929-12-14",220,"G"
"7289","1929-12-15",217,"G"
"7290","1929-12-16",183,"G"
"7291","1929-12-17",139,"G"
"7292","1929-12-18",132,"G"
"7293","1929-12-19",135,"G"
"7294","1929-12-20",132,"G"
"7295","1929-12-21",130,"G"
"7296","1929-12-22",130,"G"
"7297","1929-12-23",120,"G"
"7298","1929-12-24",130,"G"
"7299","1929-12-25",135,"G"
"7300","1929-12-26",130,"G"
"7301","1929-12-27",125,"G"
"7302","1929-12-28",130,"G"
"7303","1929-12-29",131,"G"
"7304","1929-12-30",135,"G"
"7305","1929-12-31",139,"G"
"7306","1930-01-01",160,"G"
"7307","1930-01-02",159,"G"
"7308","1930-01-03",131,"G"
"7309","1930-01-04",114,"G"
"7310","1930-01-05",129,"G"
"7311","1930-01-06",125,"G"
"7312","1930-01-07",139,"G"
"7313","1930-01-08",136,"G"
"7314","1930-01-09",168,"G"
"7315","1930-01-10",191,"G"
"7316","1930-01-11",201,"G"
"7317","1930-01-12",199,"G"
"7318","1930-01-13",187,"G"
"7319","1930-01-14",187,"G"
"7320","1930-01-15",162,"G"
"7321","1930-01-16",194,"G"
"7322","1930-01-17",215,"G"
"7323","1930-01-18",192,"G"
"7324","1930-01-19",173,"G"
"7325","1930-01-20",168,"G"
"7326","1930-01-21",194,"G"
"7327","1930-01-22",211,"G"
"7328","1930-01-23",196,"G"
"7329","1930-01-24",189,"G"
"7330","1930-01-25",176,"G"
"7331","1930-01-26",159,"G"
"7332","1930-01-27",145,"G"
"7333","1930-01-28",128,"G"
"7334","1930-01-29",116,"G"
"7335","1930-01-30",107,"G"
"7336","1930-01-31",90,"G"
"7337","1930-02-01",88,"G"
"7338","1930-02-02",82,"G"
"7339","1930-02-03",79,"G"
"7340","1930-02-04",77,"G"
"7341","1930-02-05",76,"G"
"7342","1930-02-06",75,"G"
"7343","1930-02-07",73,"G"
"7344","1930-02-08",72,"G"
"7345","1930-02-09",72,"G"
"7346","1930-02-10",71,"G"
"7347","1930-02-11",70,"G"
"7348","1930-02-12",69,"G"
"7349","1930-02-13",68,"G"
"7350","1930-02-14",68,"G"
"7351","1930-02-15",67,"G"
"7352","1930-02-16",66,"G"
"7353","1930-02-17",66,"G"
"7354","1930-02-18",65,"G"
"7355","1930-02-19",64,"G"
"7356","1930-02-20",63,"G"
"7357","1930-02-21",63,"G"
"7358","1930-02-22",62,"G"
"7359","1930-02-23",62,"G"
"7360","1930-02-24",61,"G"
"7361","1930-02-25",60,"G"
"7362","1930-02-26",60,"G"
"7363","1930-02-27",59,"G"
"7364","1930-02-28",58,"G"
"7365","1930-03-01",58,"G"
"7366","1930-03-02",58,"G"
"7367","1930-03-03",57,"G"
"7368","1930-03-04",57,"G"
"7369","1930-03-05",56,"G"
"7370","1930-03-06",56,"G"
"7371","1930-03-07",55,"G"
"7372","1930-03-08",55,"G"
"7373","1930-03-09",54,"G"
"7374","1930-03-10",54,"G"
"7375","1930-03-11",53,"G"
"7376","1930-03-12",53,"G"
"7377","1930-03-13",52,"G"
"7378","1930-03-14",52,"G"
"7379","1930-03-15",52,"G"
"7380","1930-03-16",51,"G"
"7381","1930-03-17",51,"G"
"7382","1930-03-18",50,"G"
"7383","1930-03-19",50,"G"
"7384","1930-03-20",49,"G"
"7385","1930-03-21",49,"G"
"7386","1930-03-22",49,"G"
"7387","1930-03-23",48,"G"
