"","Datum (svensk sommartid)","Vattenföring","Kvalitet"
"1","1910-01-01",70,"G"
"2","1910-01-02",70,"G"
"3","1910-01-03",70,"G"
"4","1910-01-04",69,"G"
"5","1910-01-05",69,"G"
"6","1910-01-06",69,"G"
"7","1910-01-07",69,"G"
"8","1910-01-08",68,"G"
"9","1910-01-09",68,"G"
"10","1910-01-10",68,"G"
"11","1910-01-11",68,"G"
"12","1910-01-12",68,"G"
"13","1910-01-13",67,"G"
"14","1910-01-14",67,"G"
"15","1910-01-15",67,"G"
"16","1910-01-16",67,"G"
"17","1910-01-17",67,"G"
"18","1910-01-18",66,"G"
"19","1910-01-19",66,"G"
"20","1910-01-20",66,"G"
"21","1910-01-21",66,"G"
"22","1910-01-22",66,"G"
"23","1910-01-23",65,"G"
"24","1910-01-24",65,"G"
"25","1910-01-25",65,"G"
"26","1910-01-26",65,"G"
"27","1910-01-27",65,"G"
"28","1910-01-28",65,"G"
"29","1910-01-29",64,"G"
"30","1910-01-30",64,"G"
"31","1910-01-31",64,"G"
"32","1910-02-01",64,"G"
"33","1910-02-02",64,"G"
"34","1910-02-03",63,"G"
"35","1910-02-04",63,"G"
"36","1910-02-05",63,"G"
"37","1910-02-06",63,"G"
"38","1910-02-07",63,"G"
"39","1910-02-08",62,"G"
"40","1910-02-09",62,"G"
"41","1910-02-10",62,"G"
"42","1910-02-11",62,"G"
"43","1910-02-12",62,"G"
"44","1910-02-13",61,"G"
"45","1910-02-14",61,"G"
"46","1910-02-15",60,"G"
"47","1910-02-16",60,"G"
"48","1910-02-17",60,"G"
"49","1910-02-18",60,"G"
"50","1910-02-19",60,"G"
"51","1910-02-20",63,"G"
"52","1910-02-21",67,"G"
"53","1910-02-22",71,"G"
"54","1910-02-23",73,"G"
"55","1910-02-24",73,"G"
"56","1910-02-25",73,"G"
"57","1910-02-26",73,"G"
"58","1910-02-27",72,"G"
"59","1910-02-28",72,"G"
"60","1910-03-01",72,"G"
"61","1910-03-02",72,"G"
"62","1910-03-03",71,"G"
"63","1910-03-04",71,"G"
"64","1910-03-05",71,"G"
"65","1910-03-06",71,"G"
"66","1910-03-07",70,"G"
"67","1910-03-08",70,"G"
"68","1910-03-09",70,"G"
"69","1910-03-10",69,"G"
"70","1910-03-11",69,"G"
"71","1910-03-12",69,"G"
"72","1910-03-13",69,"G"
"73","1910-03-14",68,"G"
"74","1910-03-15",68,"G"
"75","1910-03-16",68,"G"
"76","1910-03-17",68,"G"
"77","1910-03-18",68,"G"
"78","1910-03-19",68,"G"
"79","1910-03-20",69,"G"
"80","1910-03-21",69,"G"
"81","1910-03-22",69,"G"
"82","1910-03-23",69,"G"
"83","1910-03-24",69,"G"
"84","1910-03-25",69,"G"
"85","1910-03-26",70,"G"
"86","1910-03-27",71,"G"
"87","1910-03-28",71,"G"
"88","1910-03-29",72,"G"
"89","1910-03-30",73,"G"
"90","1910-03-31",72,"G"
"91","1910-04-01",72,"G"
"92","1910-04-02",74,"G"
"93","1910-04-03",82,"G"
"94","1910-04-04",90,"G"
"95","1910-04-05",100,"G"
"96","1910-04-06",114,"G"
"97","1910-04-07",129,"G"
"98","1910-04-08",132,"G"
"99","1910-04-09",138,"G"
"100","1910-04-10",152,"G"
"101","1910-04-11",138,"G"
"102","1910-04-12",127,"G"
"103","1910-04-13",129,"G"
"104","1910-04-14",152,"G"
"105","1910-04-15",183,"G"
"106","1910-04-16",267,"G"
"107","1910-04-17",386,"G"
"108","1910-04-18",538,"G"
"109","1910-04-19",612,"G"
"110","1910-04-20",660,"G"
"111","1910-04-21",654,"G"
"112","1910-04-22",603,"G"
"113","1910-04-23",500,"G"
"114","1910-04-24",391,"G"
"115","1910-04-25",355,"G"
"116","1910-04-26",323,"G"
"117","1910-04-27",314,"G"
"118","1910-04-28",307,"G"
"119","1910-04-29",282,"G"
"120","1910-04-30",284,"G"
"121","1910-05-01",327,"G"
"122","1910-05-02",355,"G"
"123","1910-05-03",355,"G"
"124","1910-05-04",379,"G"
"125","1910-05-05",433,"G"
"126","1910-05-06",466,"G"
"127","1910-05-07",554,"G"
"128","1910-05-08",620,"G"
"129","1910-05-09",570,"G"
"130","1910-05-10",500,"G"
"131","1910-05-11",538,"G"
"132","1910-05-12",587,"G"
"133","1910-05-13",576,"G"
"134","1910-05-14",584,"G"
"135","1910-05-15",620,"G"
"136","1910-05-16",669,"G"
"137","1910-05-17",728,"G"
"138","1910-05-18",759,"G"
"139","1910-05-19",719,"G"
"140","1910-05-20",643,"G"
"141","1910-05-21",612,"G"
"142","1910-05-22",598,"G"
"143","1910-05-23",598,"G"
"144","1910-05-24",589,"G"
"145","1910-05-25",576,"G"
"146","1910-05-26",551,"G"
"147","1910-05-27",522,"G"
"148","1910-05-28",487,"G"
"149","1910-05-29",458,"G"
"150","1910-05-30",415,"G"
"151","1910-05-31",393,"G"
"152","1910-06-01",413,"G"
"153","1910-06-02",413,"G"
"154","1910-06-03",438,"G"
"155","1910-06-04",400,"G"
"156","1910-06-05",352,"G"
"157","1910-06-06",312,"G"
"158","1910-06-07",297,"G"
"159","1910-06-08",288,"G"
"160","1910-06-09",273,"G"
"161","1910-06-10",261,"G"
"162","1910-06-11",247,"G"
"163","1910-06-12",233,"G"
"164","1910-06-13",226,"G"
"165","1910-06-14",213,"G"
"166","1910-06-15",215,"G"
"167","1910-06-16",219,"G"
"168","1910-06-17",222,"G"
"169","1910-06-18",213,"G"
"170","1910-06-19",199,"G"
"171","1910-06-20",186,"G"
"172","1910-06-21",176,"G"
"173","1910-06-22",167,"G"
"174","1910-06-23",159,"G"
"175","1910-06-24",149,"G"
"176","1910-06-25",145,"G"
"177","1910-06-26",139,"G"
"178","1910-06-27",134,"G"
"179","1910-06-28",131,"G"
"180","1910-06-29",143,"G"
"181","1910-06-30",183,"G"
"182","1910-07-01",179,"G"
"183","1910-07-02",176,"G"
"184","1910-07-03",196,"G"
"185","1910-07-04",211,"G"
"186","1910-07-05",196,"G"
"187","1910-07-06",189,"G"
"188","1910-07-07",201,"G"
"189","1910-07-08",208,"G"
"190","1910-07-09",208,"G"
"191","1910-07-10",196,"G"
"192","1910-07-11",183,"G"
"193","1910-07-12",163,"G"
"194","1910-07-13",148,"G"
"195","1910-07-14",134,"G"
"196","1910-07-15",125,"G"
"197","1910-07-16",123,"G"
"198","1910-07-17",112,"G"
"199","1910-07-18",103,"G"
"200","1910-07-19",100,"G"
"201","1910-07-20",97,"G"
"202","1910-07-21",97,"G"
"203","1910-07-22",97,"G"
"204","1910-07-23",96,"G"
"205","1910-07-24",94,"G"
"206","1910-07-25",90,"G"
"207","1910-07-26",89,"G"
"208","1910-07-27",89,"G"
"209","1910-07-28",89,"G"
"210","1910-07-29",89,"G"
"211","1910-07-30",90,"G"
"212","1910-07-31",87,"G"
"213","1910-08-01",83,"G"
"214","1910-08-02",80,"G"
"215","1910-08-03",79,"G"
"216","1910-08-04",112,"G"
"217","1910-08-05",149,"G"
"218","1910-08-06",159,"G"
"219","1910-08-07",183,"G"
"220","1910-08-08",179,"G"
"221","1910-08-09",155,"G"
"222","1910-08-10",136,"G"
"223","1910-08-11",123,"G"
"224","1910-08-12",115,"G"
"225","1910-08-13",105,"G"
"226","1910-08-14",100,"G"
"227","1910-08-15",96,"G"
"228","1910-08-16",92,"G"
"229","1910-08-17",91,"G"
"230","1910-08-18",89,"G"
"231","1910-08-19",91,"G"
"232","1910-08-20",94,"G"
"233","1910-08-21",100,"G"
"234","1910-08-22",95,"G"
"235","1910-08-23",90,"G"
"236","1910-08-24",86,"G"
"237","1910-08-25",80,"G"
"238","1910-08-26",75,"G"
"239","1910-08-27",73,"G"
"240","1910-08-28",73,"G"
"241","1910-08-29",71,"G"
"242","1910-08-30",69,"G"
"243","1910-08-31",67,"G"
"244","1910-09-01",67,"G"
"245","1910-09-02",68,"G"
"246","1910-09-03",73,"G"
"247","1910-09-04",88,"G"
"248","1910-09-05",128,"G"
"249","1910-09-06",151,"G"
"250","1910-09-07",132,"G"
"251","1910-09-08",112,"G"
"252","1910-09-09",97,"G"
"253","1910-09-10",88,"G"
"254","1910-09-11",81,"G"
"255","1910-09-12",77,"G"
"256","1910-09-13",76,"G"
"257","1910-09-14",79,"G"
"258","1910-09-15",80,"G"
"259","1910-09-16",78,"G"
"260","1910-09-17",75,"G"
"261","1910-09-18",69,"G"
"262","1910-09-19",66,"G"
"263","1910-09-20",64,"G"
"264","1910-09-21",63,"G"
"265","1910-09-22",60,"G"
"266","1910-09-23",58,"G"
"267","1910-09-24",56,"G"
"268","1910-09-25",55,"G"
"269","1910-09-26",53,"G"
"270","1910-09-27",52,"G"
"271","1910-09-28",50,"G"
"272","1910-09-29",49,"G"
"273","1910-09-30",49,"G"
"274","1910-10-01",49,"G"
"275","1910-10-02",49,"G"
"276","1910-10-03",48,"G"
"277","1910-10-04",48,"G"
"278","1910-10-05",52,"G"
"279","1910-10-06",58,"G"
"280","1910-10-07",79,"G"
"281","1910-10-08",77,"G"
"282","1910-10-09",71,"G"
"283","1910-10-10",65,"G"
"284","1910-10-11",63,"G"
"285","1910-10-12",60,"G"
"286","1910-10-13",62,"G"
"287","1910-10-14",67,"G"
"288","1910-10-15",88,"G"
"289","1910-10-16",96,"G"
"290","1910-10-17",88,"G"
"291","1910-10-18",79,"G"
"292","1910-10-19",74,"G"
"293","1910-10-20",72,"G"
"294","1910-10-21",88,"G"
"295","1910-10-22",101,"G"
"296","1910-10-23",108,"G"
"297","1910-10-24",114,"G"
"298","1910-10-25",92,"G"
"299","1910-10-26",86,"G"
"300","1910-10-27",79,"G"
"301","1910-10-28",74,"G"
"302","1910-10-29",66,"G"
"303","1910-10-30",62,"G"
"304","1910-10-31",64,"G"
"305","1910-11-01",64,"G"
"306","1910-11-02",63,"G"
"307","1910-11-03",62,"G"
"308","1910-11-04",60,"G"
"309","1910-11-05",59,"G"
"310","1910-11-06",57,"G"
"311","1910-11-07",56,"G"
"312","1910-11-08",54,"G"
"313","1910-11-09",65,"G"
"314","1910-11-10",81,"G"
"315","1910-11-11",86,"G"
"316","1910-11-12",75,"G"
"317","1910-11-13",65,"G"
"318","1910-11-14",64,"G"
"319","1910-11-15",64,"G"
"320","1910-11-16",57,"G"
"321","1910-11-17",57,"G"
"322","1910-11-18",57,"G"
"323","1910-11-19",57,"G"
"324","1910-11-20",57,"G"
"325","1910-11-21",57,"G"
"326","1910-11-22",57,"G"
"327","1910-11-23",57,"G"
"328","1910-11-24",57,"G"
"329","1910-11-25",56,"G"
"330","1910-11-26",56,"G"
"331","1910-11-27",56,"G"
"332","1910-11-28",56,"G"
"333","1910-11-29",56,"G"
"334","1910-11-30",56,"G"
"335","1910-12-01",56,"G"
"336","1910-12-02",56,"G"
"337","1910-12-03",55,"G"
"338","1910-12-04",55,"G"
"339","1910-12-05",55,"G"
"340","1910-12-06",55,"G"
"341","1910-12-07",55,"G"
"342","1910-12-08",54,"G"
"343","1910-12-09",54,"G"
"344","1910-12-10",54,"G"
"345","1910-12-11",54,"G"
"346","1910-12-12",54,"G"
"347","1910-12-13",53,"G"
"348","1910-12-14",53,"G"
"349","1910-12-15",53,"G"
"350","1910-12-16",53,"G"
"351","1910-12-17",53,"G"
"352","1910-12-18",52,"G"
"353","1910-12-19",52,"G"
"354","1910-12-20",52,"G"
"355","1910-12-21",52,"G"
"356","1910-12-22",52,"G"
"357","1910-12-23",52,"G"
"358","1910-12-24",52,"G"
"359","1910-12-25",52,"G"
"360","1910-12-26",52,"G"
"361","1910-12-27",52,"G"
"362","1910-12-28",52,"G"
"363","1910-12-29",51,"G"
"364","1910-12-30",51,"G"
"365","1910-12-31",51,"G"
"366","1911-01-01",50,"G"
"367","1911-01-02",50,"G"
"368","1911-01-03",50,"G"
"369","1911-01-04",50,"G"
"370","1911-01-05",50,"G"
"371","1911-01-06",50,"G"
"372","1911-01-07",49,"G"
"373","1911-01-08",49,"G"
"374","1911-01-09",49,"G"
"375","1911-01-10",49,"G"
"376","1911-01-11",49,"G"
"377","1911-01-12",49,"G"
"378","1911-01-13",49,"G"
"379","1911-01-14",49,"G"
"380","1911-01-15",49,"G"
"381","1911-01-16",49,"G"
"382","1911-01-17",49,"G"
"383","1911-01-18",48,"G"
"384","1911-01-19",48,"G"
"385","1911-01-20",48,"G"
"386","1911-01-21",48,"G"
"387","1911-01-22",48,"G"
"388","1911-01-23",48,"G"
"389","1911-01-24",47,"G"
"390","1911-01-25",47,"G"
"391","1911-01-26",47,"G"
"392","1911-01-27",47,"G"
"393","1911-01-28",47,"G"
"394","1911-01-29",47,"G"
"395","1911-01-30",47,"G"
"396","1911-01-31",47,"G"
"397","1911-02-01",47,"G"
"398","1911-02-02",47,"G"
"399","1911-02-03",47,"G"
"400","1911-02-04",47,"G"
"401","1911-02-05",47,"G"
"402","1911-02-06",47,"G"
"403","1911-02-07",47,"G"
"404","1911-02-08",47,"G"
"405","1911-02-09",47,"G"
"406","1911-02-10",47,"G"
"407","1911-02-11",46,"G"
"408","1911-02-12",46,"G"
"409","1911-02-13",46,"G"
"410","1911-02-14",46,"G"
"411","1911-02-15",46,"G"
"412","1911-02-16",46,"G"
"413","1911-02-17",46,"G"
"414","1911-02-18",46,"G"
"415","1911-02-19",46,"G"
"416","1911-02-20",46,"G"
"417","1911-02-21",46,"G"
"418","1911-02-22",46,"G"
"419","1911-02-23",46,"G"
"420","1911-02-24",46,"G"
"421","1911-02-25",46,"G"
"422","1911-02-26",46,"G"
"423","1911-02-27",46,"G"
"424","1911-02-28",46,"G"
"425","1911-03-01",46,"G"
"426","1911-03-02",46,"G"
"427","1911-03-03",46,"G"
"428","1911-03-04",46,"G"
"429","1911-03-05",45,"G"
"430","1911-03-06",45,"G"
"431","1911-03-07",45,"G"
"432","1911-03-08",45,"G"
"433","1911-03-09",45,"G"
"434","1911-03-10",45,"G"
"435","1911-03-11",45,"G"
"436","1911-03-12",45,"G"
"437","1911-03-13",45,"G"
"438","1911-03-14",45,"G"
"439","1911-03-15",45,"G"
"440","1911-03-16",45,"G"
"441","1911-03-17",45,"G"
"442","1911-03-18",45,"G"
"443","1911-03-19",45,"G"
"444","1911-03-20",45,"G"
"445","1911-03-21",45,"G"
"446","1911-03-22",46,"G"
"447","1911-03-23",46,"G"
"448","1911-03-24",46,"G"
"449","1911-03-25",46,"G"
"450","1911-03-26",46,"G"
"451","1911-03-27",46,"G"
"452","1911-03-28",46,"G"
"453","1911-03-29",47,"G"
"454","1911-03-30",47,"G"
"455","1911-03-31",48,"G"
"456","1911-04-01",50,"G"
"457","1911-04-02",52,"G"
"458","1911-04-03",54,"G"
"459","1911-04-04",56,"G"
"460","1911-04-05",59,"G"
"461","1911-04-06",62,"G"
"462","1911-04-07",65,"G"
"463","1911-04-08",68,"G"
"464","1911-04-09",72,"G"
"465","1911-04-10",78,"G"
"466","1911-04-11",82,"G"
"467","1911-04-12",88,"G"
"468","1911-04-13",91,"G"
"469","1911-04-14",95,"G"
"470","1911-04-15",99,"G"
"471","1911-04-16",103,"G"
"472","1911-04-17",107,"G"
"473","1911-04-18",111,"G"
"474","1911-04-19",115,"G"
"475","1911-04-20",119,"G"
"476","1911-04-21",146,"G"
"477","1911-04-22",204,"G"
"478","1911-04-23",316,"G"
"479","1911-04-24",471,"G"
"480","1911-04-25",567,"G"
"481","1911-04-26",565,"G"
"482","1911-04-27",516,"G"
"483","1911-04-28",508,"G"
"484","1911-04-29",492,"G"
"485","1911-04-30",440,"G"
"486","1911-05-01",386,"G"
"487","1911-05-02",357,"G"
"488","1911-05-03",345,"G"
"489","1911-05-04",348,"G"
"490","1911-05-05",379,"G"
"491","1911-05-06",740,"G"
"492","1911-05-07",815,"G"
"493","1911-05-08",683,"G"
"494","1911-05-09",601,"G"
"495","1911-05-10",562,"G"
"496","1911-05-11",598,"G"
"497","1911-05-12",589,"G"
"498","1911-05-13",557,"G"
"499","1911-05-14",557,"G"
"500","1911-05-15",546,"G"
"501","1911-05-16",511,"G"
"502","1911-05-17",490,"G"
"503","1911-05-18",479,"G"
"504","1911-05-19",456,"G"
"505","1911-05-20",458,"G"
"506","1911-05-21",430,"G"
"507","1911-05-22",386,"G"
"508","1911-05-23",341,"G"
"509","1911-05-24",318,"G"
"510","1911-05-25",301,"G"
"511","1911-05-26",280,"G"
"512","1911-05-27",278,"G"
"513","1911-05-28",280,"G"
"514","1911-05-29",269,"G"
"515","1911-05-30",261,"G"
"516","1911-05-31",290,"G"
"517","1911-06-01",299,"G"
"518","1911-06-02",301,"G"
"519","1911-06-03",276,"G"
"520","1911-06-04",247,"G"
"521","1911-06-05",222,"G"
"522","1911-06-06",210,"G"
"523","1911-06-07",199,"G"
"524","1911-06-08",191,"G"
"525","1911-06-09",184,"G"
"526","1911-06-10",176,"G"
"527","1911-06-11",170,"G"
"528","1911-06-12",163,"G"
"529","1911-06-13",162,"G"
"530","1911-06-14",138,"G"
"531","1911-06-15",141,"G"
"532","1911-06-16",135,"G"
"533","1911-06-17",129,"G"
"534","1911-06-18",125,"G"
"535","1911-06-19",119,"G"
"536","1911-06-20",114,"G"
"537","1911-06-21",111,"G"
"538","1911-06-22",107,"G"
"539","1911-06-23",106,"G"
"540","1911-06-24",106,"G"
"541","1911-06-25",106,"G"
"542","1911-06-26",106,"G"
"543","1911-06-27",106,"G"
"544","1911-06-28",106,"G"
"545","1911-06-29",102,"G"
"546","1911-06-30",97,"G"
"547","1911-07-01",97,"G"
"548","1911-07-02",98,"G"
"549","1911-07-03",111,"G"
"550","1911-07-04",119,"G"
"551","1911-07-05",116,"G"
"552","1911-07-06",112,"G"
"553","1911-07-07",108,"G"
"554","1911-07-08",103,"G"
"555","1911-07-09",100,"G"
"556","1911-07-10",96,"G"
"557","1911-07-11",94,"G"
"558","1911-07-12",90,"G"
"559","1911-07-13",95,"G"
"560","1911-07-14",87,"G"
"561","1911-07-15",83,"G"
"562","1911-07-16",82,"G"
"563","1911-07-17",81,"G"
"564","1911-07-18",77,"G"
"565","1911-07-19",75,"G"
"566","1911-07-20",73,"G"
"567","1911-07-21",72,"G"
"568","1911-07-22",69,"G"
"569","1911-07-23",70,"G"
"570","1911-07-24",71,"G"
"571","1911-07-25",76,"G"
"572","1911-07-26",67,"G"
"573","1911-07-27",64,"G"
"574","1911-07-28",63,"G"
"575","1911-07-29",61,"G"
"576","1911-07-30",59,"G"
"577","1911-07-31",57,"G"
"578","1911-08-01",55,"G"
"579","1911-08-02",55,"G"
"580","1911-08-03",53,"G"
"581","1911-08-04",56,"G"
"582","1911-08-05",52,"G"
"583","1911-08-06",50,"G"
"584","1911-08-07",48,"G"
"585","1911-08-08",46,"G"
"586","1911-08-09",45,"G"
"587","1911-08-10",45,"G"
"588","1911-08-11",43,"G"
"589","1911-08-12",42,"G"
"590","1911-08-13",45,"G"
"591","1911-08-14",42,"G"
"592","1911-08-15",41,"G"
"593","1911-08-16",40,"G"
"594","1911-08-17",39,"G"
"595","1911-08-18",38,"G"
"596","1911-08-19",38,"G"
"597","1911-08-20",37,"G"
"598","1911-08-21",37,"G"
"599","1911-08-22",36,"G"
"600","1911-08-23",35,"G"
"601","1911-08-24",34,"G"
"602","1911-08-25",32,"G"
"603","1911-08-26",32,"G"
"604","1911-08-27",31,"G"
"605","1911-08-28",31,"G"
"606","1911-08-29",31,"G"
"607","1911-08-30",30,"G"
"608","1911-08-31",30,"G"
"609","1911-09-01",31,"G"
"610","1911-09-02",32,"G"
"611","1911-09-03",32,"G"
"612","1911-09-04",31,"G"
"613","1911-09-05",29,"G"
"614","1911-09-06",29,"G"
"615","1911-09-07",28,"G"
"616","1911-09-08",28,"G"
"617","1911-09-09",30,"G"
"618","1911-09-10",30,"G"
"619","1911-09-11",30,"G"
"620","1911-09-12",32,"G"
"621","1911-09-13",31,"G"
"622","1911-09-14",31,"G"
"623","1911-09-15",31,"G"
"624","1911-09-16",30,"G"
"625","1911-09-17",28,"G"
"626","1911-09-18",27,"G"
"627","1911-09-19",26,"G"
"628","1911-09-20",25,"G"
"629","1911-09-21",25,"G"
"630","1911-09-22",26,"G"
"631","1911-09-23",26,"G"
"632","1911-09-24",26,"G"
"633","1911-09-25",26,"G"
"634","1911-09-26",26,"G"
"635","1911-09-27",28,"G"
"636","1911-09-28",30,"G"
"637","1911-09-29",44,"G"
"638","1911-09-30",43,"G"
"639","1911-10-01",42,"G"
"640","1911-10-02",42,"G"
"641","1911-10-03",39,"G"
"642","1911-10-04",37,"G"
"643","1911-10-05",37,"G"
"644","1911-10-06",37,"G"
"645","1911-10-07",37,"G"
"646","1911-10-08",36,"G"
"647","1911-10-09",35,"G"
"648","1911-10-10",34,"G"
"649","1911-10-11",33,"G"
"650","1911-10-12",32,"G"
"651","1911-10-13",31,"G"
"652","1911-10-14",31,"G"
"653","1911-10-15",31,"G"
"654","1911-10-16",30,"G"
"655","1911-10-17",29,"G"
"656","1911-10-18",28,"G"
"657","1911-10-19",28,"G"
"658","1911-10-20",28,"G"
"659","1911-10-21",28,"G"
"660","1911-10-22",27,"G"
"661","1911-10-23",28,"G"
"662","1911-10-24",29,"G"
"663","1911-10-25",33,"G"
"664","1911-10-26",38,"G"
"665","1911-10-27",42,"G"
"666","1911-10-28",26,"G"
"667","1911-10-29",25,"G"
"668","1911-10-30",34,"G"
"669","1911-10-31",45,"G"
"670","1911-11-01",41,"G"
"671","1911-11-02",41,"G"
"672","1911-11-03",49,"G"
"673","1911-11-04",47,"G"
"674","1911-11-05",57,"G"
"675","1911-11-06",70,"G"
"676","1911-11-07",91,"G"
"677","1911-11-08",96,"G"
"678","1911-11-09",94,"G"
"679","1911-11-10",84,"G"
"680","1911-11-11",86,"G"
"681","1911-11-12",81,"G"
"682","1911-11-13",72,"G"
"683","1911-11-14",62,"G"
"684","1911-11-15",61,"G"
"685","1911-11-16",65,"G"
"686","1911-11-17",69,"G"
"687","1911-11-18",60,"G"
"688","1911-11-19",45,"G"
"689","1911-11-20",45,"G"
"690","1911-11-21",39,"G"
"691","1911-11-22",38,"G"
"692","1911-11-23",38,"G"
"693","1911-11-24",38,"G"
"694","1911-11-25",38,"G"
"695","1911-11-26",38,"G"
"696","1911-11-27",37,"G"
"697","1911-11-28",37,"G"
"698","1911-11-29",37,"G"
"699","1911-11-30",37,"G"
"700","1911-12-01",37,"G"
"701","1911-12-02",37,"G"
"702","1911-12-03",38,"G"
"703","1911-12-04",38,"G"
"704","1911-12-05",38,"G"
"705","1911-12-06",38,"G"
"706","1911-12-07",38,"G"
"707","1911-12-08",38,"G"
"708","1911-12-09",39,"G"
"709","1911-12-10",39,"G"
"710","1911-12-11",39,"G"
"711","1911-12-12",39,"G"
"712","1911-12-13",39,"G"
"713","1911-12-14",39,"G"
"714","1911-12-15",40,"G"
"715","1911-12-16",40,"G"
"716","1911-12-17",40,"G"
"717","1911-12-18",40,"G"
"718","1911-12-19",40,"G"
"719","1911-12-20",45,"G"
"720","1911-12-21",52,"G"
"721","1911-12-22",57,"G"
"722","1911-12-23",60,"G"
"723","1911-12-24",59,"G"
"724","1911-12-25",58,"G"
"725","1911-12-26",54,"G"
"726","1911-12-27",52,"G"
"727","1911-12-28",41,"G"
"728","1911-12-29",30,"G"
"729","1911-12-30",29,"G"
"730","1911-12-31",27,"G"
"731","1912-01-01",27,"G"
"732","1912-01-02",26,"G"
"733","1912-01-03",26,"G"
"734","1912-01-04",25,"G"
"735","1912-01-05",25,"G"
"736","1912-01-06",24,"G"
"737","1912-01-07",24,"G"
"738","1912-01-08",23,"G"
"739","1912-01-09",23,"G"
"740","1912-01-10",22,"G"
"741","1912-01-11",22,"G"
"742","1912-01-12",22,"G"
"743","1912-01-13",22,"G"
"744","1912-01-14",22,"G"
"745","1912-01-15",22,"G"
"746","1912-01-16",22,"G"
"747","1912-01-17",21,"G"
"748","1912-01-18",21,"G"
"749","1912-01-19",21,"G"
"750","1912-01-20",21,"G"
"751","1912-01-21",21,"G"
"752","1912-01-22",21,"G"
"753","1912-01-23",20,"G"
"754","1912-01-24",20,"G"
"755","1912-01-25",20,"G"
"756","1912-01-26",20,"G"
"757","1912-01-27",20,"G"
"758","1912-01-28",20,"G"
"759","1912-01-29",20,"G"
"760","1912-01-30",20,"G"
"761","1912-01-31",20,"G"
"762","1912-02-01",21,"G"
"763","1912-02-02",21,"G"
"764","1912-02-03",21,"G"
"765","1912-02-04",22,"G"
"766","1912-02-05",22,"G"
"767","1912-02-06",22,"G"
"768","1912-02-07",23,"G"
"769","1912-02-08",23,"G"
"770","1912-02-09",23,"G"
"771","1912-02-10",24,"G"
"772","1912-02-11",24,"G"
"773","1912-02-12",24,"G"
"774","1912-02-13",24,"G"
"775","1912-02-14",23,"G"
"776","1912-02-15",23,"G"
"777","1912-02-16",23,"G"
"778","1912-02-17",23,"G"
"779","1912-02-18",22,"G"
"780","1912-02-19",22,"G"
"781","1912-02-20",22,"G"
"782","1912-02-21",22,"G"
"783","1912-02-22",23,"G"
"784","1912-02-23",24,"G"
"785","1912-02-24",25,"G"
"786","1912-02-25",26,"G"
"787","1912-02-26",28,"G"
"788","1912-02-27",30,"G"
"789","1912-02-28",31,"G"
"790","1912-02-29",31,"G"
"791","1912-03-01",32,"G"
"792","1912-03-02",34,"G"
"793","1912-03-03",37,"G"
"794","1912-03-04",39,"G"
"795","1912-03-05",41,"G"
"796","1912-03-06",44,"G"
"797","1912-03-07",45,"G"
"798","1912-03-08",48,"G"
"799","1912-03-09",51,"G"
"800","1912-03-10",54,"G"
"801","1912-03-11",55,"G"
"802","1912-03-12",52,"G"
"803","1912-03-13",50,"G"
"804","1912-03-14",48,"G"
"805","1912-03-15",46,"G"
"806","1912-03-16",45,"G"
"807","1912-03-17",41,"G"
"808","1912-03-18",41,"G"
"809","1912-03-19",39,"G"
"810","1912-03-20",39,"G"
"811","1912-03-21",39,"G"
"812","1912-03-22",39,"G"
"813","1912-03-23",38,"G"
"814","1912-03-24",38,"G"
"815","1912-03-25",39,"G"
"816","1912-03-26",39,"G"
"817","1912-03-27",39,"G"
"818","1912-03-28",41,"G"
"819","1912-03-29",55,"G"
"820","1912-03-30",67,"G"
"821","1912-03-31",73,"G"
"822","1912-04-01",65,"G"
"823","1912-04-02",64,"G"
"824","1912-04-03",57,"G"
"825","1912-04-04",54,"G"
"826","1912-04-05",49,"G"
"827","1912-04-06",50,"G"
"828","1912-04-07",55,"G"
"829","1912-04-08",54,"G"
"830","1912-04-09",47,"G"
"831","1912-04-10",49,"G"
"832","1912-04-11",45,"G"
"833","1912-04-12",40,"G"
"834","1912-04-13",35,"G"
"835","1912-04-14",29,"G"
"836","1912-04-15",33,"G"
"837","1912-04-16",37,"G"
"838","1912-04-17",49,"G"
"839","1912-04-18",64,"G"
"840","1912-04-19",89,"G"
"841","1912-04-20",114,"G"
"842","1912-04-21",146,"G"
"843","1912-04-22",184,"G"
"844","1912-04-23",239,"G"
"845","1912-04-24",280,"G"
"846","1912-04-25",303,"G"
"847","1912-04-26",323,"G"
"848","1912-04-27",332,"G"
"849","1912-04-28",312,"G"
"850","1912-04-29",267,"G"
"851","1912-04-30",230,"G"
"852","1912-05-01",194,"G"
"853","1912-05-02",181,"G"
"854","1912-05-03",171,"G"
"855","1912-05-04",211,"G"
"856","1912-05-05",249,"G"
"857","1912-05-06",220,"G"
"858","1912-05-07",191,"G"
"859","1912-05-08",163,"G"
"860","1912-05-09",148,"G"
"861","1912-05-10",149,"G"
"862","1912-05-11",162,"G"
"863","1912-05-12",217,"G"
"864","1912-05-13",292,"G"
"865","1912-05-14",364,"G"
"866","1912-05-15",364,"G"
"867","1912-05-16",316,"G"
"868","1912-05-17",284,"G"
"869","1912-05-18",282,"G"
"870","1912-05-19",294,"G"
"871","1912-05-20",294,"G"
"872","1912-05-21",288,"G"
"873","1912-05-22",305,"G"
